CaseID,Activity,EventType,Resource,Timestamp
412,Activity 1,assign,Role #1,2020-01-17T10:04:15.012-06:00
412,Activity 2,assign,Role #1,2020-03-16T03:20:47.179-06:00
412,Activity 3,assign,Role #2,2020-04-27T03:08:44.215-05:00
412,Activity 4,assign,Role #2,2020-04-27T04:15:18.572-05:00
412,Activity 5,assign,Role #2,2020-04-27T04:15:18.572-05:00
412,Activity 8,assign,Role #4,2020-04-27T04:31:51.007-05:00
401,Activity 1,assign,Role #1,2020-01-17T08:51:37.021-06:00
401,Activity 2,assign,Role #1,2020-03-12T03:33:20.542-06:00
401,Activity 6,assign,Role #3,2020-04-23T04:03:53.412-05:00
401,Activity 7,assign,Role #3,2020-04-23T04:16:02.431-05:00
401,Activity 8,assign,Role #4,2020-04-23T04:45:27.763-05:00
403,Activity 1,assign,Role #1,2020-01-17T09:15:22.218-06:00
403,Activity 2,assign,Role #1,2020-03-12T03:49:36.166-06:00
403,Activity 3,assign,Role #2,2020-04-23T04:22:40.252-05:00
403,Activity 4,assign,Role #2,2020-04-23T05:03:27.543-05:00
403,Activity 5,assign,Role #2,2020-04-23T05:03:27.543-05:00
403,Activity 8,assign,Role #4,2020-04-23T05:42:26.301-05:00
413,Activity 1,assign,Role #1,2020-01-17T10:04:54.345-06:00
413,Activity 2,assign,Role #1,2020-03-16T03:15:21.691-06:00
413,Activity 6,assign,Role #3,2020-04-27T03:06:04.619-05:00
413,Activity 7,assign,Role #3,2020-04-29T04:09:55.735-05:00
413,Activity 8,assign,Role #4,2020-04-29T04:54:17.586-05:00
402,Activity 1,assign,Role #1,2020-01-17T08:57:09.696-06:00
402,Activity 2,assign,Role #1,2020-03-12T03:37:17.975-06:00
402,Activity 6,assign,Role #3,2020-04-23T04:12:02.234-05:00
402,Activity 7,assign,Role #3,2020-04-23T04:20:44.493-05:00
402,Activity 8,assign,Role #4,2020-04-23T04:39:45.170-05:00
300,Activity 1,assign,Role #1,2020-01-16T08:04:18.492-06:00
300,Activity 2,assign,Role #1,2020-02-27T02:47:52.621-06:00
300,Activity 3,assign,Role #2,2020-04-16T03:14:10.281-05:00
300,Activity 4,assign,Role #2,2020-04-16T04:15:06.247-05:00
300,Activity 5,assign,Role #2,2020-04-16T04:15:06.247-05:00
300,Activity 8,assign,Role #4,2020-04-16T04:56:29.951-05:00
301,Activity 1,assign,Role #1,2020-01-16T08:05:17.580-06:00
301,Activity 2,assign,Role #1,2020-02-27T02:49:05.801-06:00
301,Activity 3,assign,Role #2,2020-04-16T03:16:59.153-05:00
301,Activity 4,assign,Role #2,2020-04-16T04:19:46.665-05:00
301,Activity 5,assign,Role #2,2020-04-16T04:19:46.665-05:00
301,Activity 8,assign,Role #4,2020-04-16T05:01:06.253-05:00
416,Activity 1,assign,Role #1,2020-01-17T10:06:24.394-06:00
416,Activity 2,assign,Role #1,2020-03-16T03:42:14.920-06:00
416,Activity 3,assign,Role #2,2020-04-27T03:32:30.437-05:00
416,Activity 4,assign,Role #2,2020-04-27T04:16:41.327-05:00
416,Activity 5,assign,Role #2,2020-04-27T04:16:41.327-05:00
416,Activity 8,assign,Role #4,2020-04-27T04:38:12.121-05:00
414,Activity 1,assign,Role #1,2020-01-17T10:05:32.718-06:00
414,Activity 2,assign,Role #1,2020-03-16T03:23:52.764-06:00
414,Activity 6,assign,Role #3,2020-04-27T03:17:45.935-05:00
414,Activity 7,assign,Role #3,2020-04-29T04:09:49.040-05:00
414,Activity 8,assign,Role #4,2020-04-29T04:56:11.097-05:00
418,Activity 1,assign,Role #1,2020-01-17T10:09:04.500-06:00
418,Activity 2,assign,Role #1,2020-03-16T03:58:55.422-06:00
418,Activity 6,assign,Role #3,2020-04-27T03:42:03.343-05:00
418,Activity 7,assign,Role #3,2020-04-29T04:08:54.624-05:00
418,Activity 8,assign,Role #4,2020-04-29T04:41:38.322-05:00
415,Activity 1,assign,Role #1,2020-01-17T10:05:51.739-06:00
415,Activity 2,assign,Role #1,2020-03-16T03:33:32.588-06:00
415,Activity 3,assign,Role #2,2020-04-27T03:21:33.651-05:00
415,Activity 4,assign,Role #2,2020-04-27T04:09:02.884-05:00
415,Activity 5,assign,Role #2,2020-04-27T04:09:02.884-05:00
415,Activity 8,assign,Role #4,2020-04-27T04:30:53.197-05:00
419,Activity 1,assign,Role #1,2020-01-17T10:12:08.020-06:00
419,Activity 2,assign,Role #1,2020-03-17T02:03:29.405-06:00
419,Activity 6,assign,Role #3,2020-04-27T03:42:43.435-05:00
419,Activity 7,assign,Role #3,2020-04-29T04:08:41.137-05:00
419,Activity 8,assign,Role #4,2020-04-29T05:00:45.542-05:00
417,Activity 1,assign,Role #1,2020-01-17T10:06:36.216-06:00
417,Activity 2,assign,Role #1,2020-03-16T03:50:57.146-06:00
417,Activity 6,assign,Role #3,2020-04-27T03:31:38.588-05:00
417,Activity 7,assign,Role #3,2020-04-29T04:05:23.852-05:00
417,Activity 8,assign,Role #4,2020-04-29T04:54:54.293-05:00
312,Activity 1,assign,Role #1,2020-01-16T09:27:31.411-06:00
312,Activity 2,assign,Role #1,2020-03-02T02:29:11.028-06:00
312,Activity 3,assign,Role #2,2020-04-16T04:16:26.084-05:00
312,Activity 4,assign,Role #2,2020-04-16T05:01:40.982-05:00
312,Activity 5,assign,Role #2,2020-04-16T05:01:40.982-05:00
312,Activity 8,assign,Role #4,2020-04-16T05:54:23.206-05:00
426,Activity 1,assign,Role #1,2020-01-17T10:48:38.551-06:00
426,Activity 2,assign,Role #1,2020-03-17T03:16:16.969-06:00
426,Activity 3,assign,Role #2,2020-04-27T04:15:12.200-05:00
426,Activity 4,assign,Role #2,2020-04-27T04:36:35.722-05:00
426,Activity 5,assign,Role #2,2020-04-27T04:36:35.722-05:00
426,Activity 8,assign,Role #4,2020-04-27T05:04:56.047-05:00
310,Activity 1,assign,Role #1,2020-01-16T09:05:31.264-06:00
310,Activity 2,assign,Role #1,2020-03-02T02:06:54.899-06:00
310,Activity 3,assign,Role #2,2020-04-16T04:04:51.561-05:00
310,Activity 4,assign,Role #2,2020-04-16T04:39:44.644-05:00
310,Activity 5,assign,Role #2,2020-04-16T04:39:44.644-05:00
310,Activity 8,assign,Role #4,2020-04-16T05:38:43.439-05:00
428,Activity 1,assign,Role #1,2020-01-17T10:51:30.669-06:00
428,Activity 2,assign,Role #1,2020-03-17T03:36:47.783-06:00
428,Activity 3,assign,Role #2,2020-04-27T04:23:11.586-05:00
428,Activity 4,assign,Role #2,2020-04-27T04:50:22.735-05:00
428,Activity 5,assign,Role #2,2020-04-27T04:50:22.735-05:00
428,Activity 8,assign,Role #4,2020-04-27T05:09:18.244-05:00
318,Activity 1,assign,Role #1,2020-01-16T09:56:33.381-06:00
318,Activity 2,assign,Role #1,2020-03-02T03:24:39.385-06:00
318,Activity 3,assign,Role #2,2020-04-16T04:59:15.107-05:00
318,Activity 4,assign,Role #2,2020-04-16T05:47:01.971-05:00
318,Activity 5,assign,Role #2,2020-04-16T05:47:01.971-05:00
318,Activity 8,assign,Role #4,2020-04-16T05:54:36.363-05:00
307,Activity 1,assign,Role #1,2020-01-16T08:49:57.138-06:00
307,Activity 2,assign,Role #1,2020-02-27T03:41:52.549-06:00
307,Activity 3,assign,Role #2,2020-04-16T03:51:05.495-05:00
307,Activity 4,assign,Role #2,2020-04-16T04:30:18.313-05:00
307,Activity 5,assign,Role #2,2020-04-16T04:30:18.313-05:00
307,Activity 8,assign,Role #4,2020-04-16T05:22:59.166-05:00
433,Activity 1,assign,Role #1,2020-01-20T03:13:53.941-06:00
433,Activity 2,assign,Role #1,2020-03-18T03:45:06.170-06:00
433,Activity 3,assign,Role #2,2020-04-27T04:56:55.872-05:00
433,Activity 4,assign,Role #2,2020-04-27T05:23:02.900-05:00
433,Activity 5,assign,Role #2,2020-04-27T05:23:02.900-05:00
433,Activity 8,assign,Role #4,2020-04-27T05:36:28.004-05:00
422,Activity 1,assign,Role #1,2020-01-17T10:31:23.125-06:00
422,Activity 2,assign,Role #1,2020-03-17T02:33:52.727-06:00
422,Activity 6,assign,Role #3,2020-04-27T04:00:50.677-05:00
422,Activity 7,assign,Role #3,2020-04-29T04:09:43.410-05:00
422,Activity 8,assign,Role #4,2020-04-29T04:48:46.819-05:00
435,Activity 1,assign,Role #1,2020-01-20T03:29:22.347-06:00
435,Activity 2,assign,Role #1,2020-03-19T02:15:42.650-06:00
435,Activity 6,assign,Role #3,2020-04-28T03:06:49.997-05:00
435,Activity 7,assign,Role #3,2020-04-29T04:20:21.354-05:00
435,Activity 8,assign,Role #4,2020-04-29T05:13:04.935-05:00
424,Activity 1,assign,Role #1,2020-01-17T10:35:55.728-06:00
424,Activity 2,assign,Role #1,2020-03-17T02:55:17.055-06:00
424,Activity 6,assign,Role #3,2020-04-27T04:05:01.335-05:00
424,Activity 7,assign,Role #3,2020-04-29T04:17:09.139-05:00
424,Activity 8,assign,Role #4,2020-04-29T04:58:17.513-05:00
309,Activity 1,assign,Role #1,2020-01-16T08:58:01.309-06:00
309,Activity 2,assign,Role #1,2020-03-02T02:02:39.439-06:00
309,Activity 6,assign,Role #3,2020-04-16T04:00:26.288-05:00
309,Activity 7,assign,Role #3,2020-04-16T04:12:36.026-05:00
309,Activity 8,assign,Role #4,2020-04-16T04:29:59.171-05:00
314,Activity 1,assign,Role #1,2020-01-16T09:30:35.371-06:00
314,Activity 2,assign,Role #1,2020-03-02T02:45:58.279-06:00
314,Activity 6,assign,Role #3,2020-04-16T04:28:06.011-05:00
314,Activity 7,assign,Role #3,2020-04-16T04:36:17.344-05:00
314,Activity 8,assign,Role #4,2020-04-16T04:58:29.688-05:00
303,Activity 1,assign,Role #1,2020-01-16T08:22:00.982-06:00
303,Activity 2,assign,Role #1,2020-02-27T03:08:29.692-06:00
303,Activity 6,assign,Role #3,2020-04-16T03:23:15.331-05:00
303,Activity 7,assign,Role #3,2020-04-16T04:10:33.120-05:00
303,Activity 8,assign,Role #4,2020-04-16T04:27:06.218-05:00
431,Activity 1,assign,Role #1,2020-01-20T03:06:44.359-06:00
431,Activity 2,assign,Role #1,2020-03-18T03:10:44.397-06:00
431,Activity 3,assign,Role #2,2020-04-27T04:38:23.467-05:00
431,Activity 4,assign,Role #2,2020-04-27T05:05:51.809-05:00
431,Activity 5,assign,Role #2,2020-04-27T05:05:51.809-05:00
431,Activity 8,assign,Role #4,2020-04-27T05:27:12.810-05:00
420,Activity 1,assign,Role #1,2020-01-17T10:25:48.257-06:00
420,Activity 2,assign,Role #1,2020-03-17T02:14:47.432-06:00
420,Activity 6,assign,Role #3,2020-04-27T03:50:02.373-05:00
420,Activity 7,assign,Role #3,2020-04-29T04:11:08.224-05:00
420,Activity 8,assign,Role #4,2020-04-29T04:55:52.102-05:00
316,Activity 1,assign,Role #1,2020-01-16T09:54:24.732-06:00
316,Activity 2,assign,Role #1,2020-03-02T03:05:08.993-06:00
316,Activity 6,assign,Role #3,2020-04-16T04:39:56.744-05:00
316,Activity 7,assign,Role #3,2020-04-16T04:52:41.194-05:00
316,Activity 8,assign,Role #4,2020-04-16T05:06:42.670-05:00
305,Activity 1,assign,Role #1,2020-01-16T08:38:12.407-06:00
305,Activity 2,assign,Role #1,2020-02-27T03:23:57.539-06:00
305,Activity 3,assign,Role #2,2020-04-16T03:35:19.492-05:00
305,Activity 4,assign,Role #2,2020-04-16T04:24:01.062-05:00
305,Activity 5,assign,Role #2,2020-04-16T04:24:01.062-05:00
305,Activity 8,assign,Role #4,2020-04-16T05:24:11.496-05:00
192,Activity 1,assign,Role #1,2020-01-15T06:50:40.167-06:00
192,Activity 2,assign,Role #1,2020-02-12T02:06:12.687-06:00
192,Activity 6,assign,Role #3,2020-04-08T04:28:56.995-05:00
192,Activity 7,assign,Role #3,2020-04-08T05:30:15.329-05:00
192,Activity 8,assign,Role #4,2020-04-08T06:20:35.320-05:00
190,Activity 1,assign,Role #1,2020-01-15T06:37:27.727-06:00
190,Activity 2,assign,Role #1,2020-02-11T03:40:43.894-06:00
190,Activity 3,assign,Role #2,2020-04-08T04:18:06.134-05:00
190,Activity 4,assign,Role #2,2020-04-08T04:40:19.693-05:00
190,Activity 5,assign,Role #2,2020-04-08T04:40:19.693-05:00
190,Activity 8,assign,Role #4,2020-04-08T04:54:46.103-05:00
194,Activity 1,assign,Role #1,2020-01-15T07:01:10.605-06:00
194,Activity 2,assign,Role #1,2020-02-12T02:19:37.386-06:00
194,Activity 3,assign,Role #2,2020-04-08T04:41:45.967-05:00
194,Activity 4,assign,Role #2,2020-04-08T04:58:28.277-05:00
194,Activity 5,assign,Role #2,2020-04-08T04:58:28.277-05:00
194,Activity 8,assign,Role #4,2020-04-08T05:12:13.544-05:00
198,Activity 1,assign,Role #1,2020-01-15T07:11:57.320-06:00
198,Activity 2,assign,Role #1,2020-02-12T02:58:02.284-06:00
198,Activity 6,assign,Role #3,2020-04-08T04:58:15.524-05:00
198,Activity 7,assign,Role #3,2020-04-08T06:04:55.807-05:00
198,Activity 8,assign,Role #4,2020-04-08T06:10:14.232-05:00
196,Activity 1,assign,Role #1,2020-01-15T07:06:06.270-06:00
196,Activity 2,assign,Role #1,2020-02-12T02:43:57.045-06:00
196,Activity 6,assign,Role #3,2020-04-08T04:54:33.614-05:00
196,Activity 7,assign,Role #3,2020-04-08T06:05:30.722-05:00
196,Activity 8,assign,Role #4,2020-04-08T06:29:48.760-05:00
210,Activity 1,assign,Role #1,2020-01-15T08:22:30.566-06:00
210,Activity 2,assign,Role #1,2020-02-13T02:56:05.331-06:00
210,Activity 6,assign,Role #3,2020-04-09T03:56:01.807-05:00
210,Activity 7,assign,Role #3,2020-04-09T04:10:44.621-05:00
210,Activity 8,assign,Role #4,2020-04-09T04:20:22.046-05:00
218,Activity 1,assign,Role #1,2020-01-15T09:03:10.606-06:00
218,Activity 2,assign,Role #1,2020-02-17T02:10:54.803-06:00
218,Activity 3,assign,Role #2,2020-04-09T04:28:07.374-05:00
218,Activity 4,assign,Role #2,2020-04-09T05:13:17.608-05:00
218,Activity 5,assign,Role #2,2020-04-09T05:13:17.608-05:00
218,Activity 8,assign,Role #4,2020-04-09T06:32:22.258-05:00
299,Activity 1,assign,Role #1,2020-01-16T08:03:52.097-06:00
299,Activity 2,assign,Role #1,2020-02-27T02:31:42.759-06:00
299,Activity 6,assign,Role #3,2020-04-16T03:08:18.745-05:00
299,Activity 7,assign,Role #3,2020-04-16T04:10:31.396-05:00
299,Activity 8,assign,Role #4,2020-04-16T04:29:39.215-05:00
298,Activity 1,assign,Role #1,2020-01-16T07:58:38.806-06:00
298,Activity 2,assign,Role #1,2020-02-27T02:28:08.728-06:00
298,Activity 3,assign,Role #2,2020-04-16T03:05:00.719-05:00
298,Activity 4,assign,Role #2,2020-04-16T04:06:25.938-05:00
298,Activity 5,assign,Role #2,2020-04-16T04:06:25.938-05:00
298,Activity 8,assign,Role #4,2020-04-16T04:39:56.763-05:00
211,Activity 1,assign,Role #1,2020-01-15T08:25:02.087-06:00
211,Activity 2,assign,Role #1,2020-02-13T03:11:33.913-06:00
211,Activity 6,assign,Role #3,2020-04-09T04:04:18.796-05:00
211,Activity 7,assign,Role #3,2020-04-09T04:13:20.541-05:00
211,Activity 8,assign,Role #4,2020-04-09T04:30:00.299-05:00
219,Activity 1,assign,Role #1,2020-01-15T09:03:54.138-06:00
219,Activity 2,assign,Role #1,2020-02-17T02:16:29.983-06:00
219,Activity 3,assign,Role #2,2020-04-09T04:37:07.008-05:00
219,Activity 4,assign,Role #2,2020-04-09T05:36:29.153-05:00
219,Activity 5,assign,Role #2,2020-04-09T05:36:29.153-05:00
219,Activity 8,assign,Role #4,2020-04-09T06:34:16.453-05:00
181,Activity 1,assign,Role #1,2020-01-15T05:47:14.616-06:00
181,Activity 2,assign,Role #1,2020-02-11T02:22:48.704-06:00
181,Activity 6,assign,Role #3,2020-04-08T03:24:30.081-05:00
181,Activity 7,assign,Role #3,2020-04-08T04:37:45.246-05:00
181,Activity 8,assign,Role #4,2020-04-08T05:58:47.808-05:00
446,Activity 1,assign,Role #1,2020-01-20T04:28:36.190-06:00
446,Activity 2,assign,Role #1,2020-03-23T02:13:59.168-06:00
446,Activity 6,assign,Role #3,2020-04-28T04:00:03.046-05:00
446,Activity 7,assign,Role #3,2020-04-29T04:31:56.801-05:00
446,Activity 8,assign,Role #4,2020-04-29T05:38:38.015-05:00
180,Activity 1,assign,Role #1,2020-01-15T05:36:41.185-06:00
180,Activity 2,assign,Role #1,2020-02-11T02:00:23.041-06:00
180,Activity 6,assign,Role #3,2020-04-08T03:16:51.110-05:00
180,Activity 7,assign,Role #3,2020-04-08T04:41:05.108-05:00
180,Activity 8,assign,Role #4,2020-04-08T06:08:03.027-05:00
184,Activity 1,assign,Role #1,2020-01-15T06:09:59.396-06:00
184,Activity 2,assign,Role #1,2020-02-11T02:48:03.687-06:00
184,Activity 3,assign,Role #2,2020-04-08T03:38:23.675-05:00
184,Activity 4,assign,Role #2,2020-04-08T04:17:00.700-05:00
184,Activity 5,assign,Role #2,2020-04-08T04:17:00.700-05:00
184,Activity 8,assign,Role #4,2020-04-08T04:33:44.511-05:00
332,Activity 1,assign,Role #1,2020-01-16T10:55:04.163-06:00
332,Activity 2,assign,Role #1,2020-03-03T03:54:25.831-06:00
332,Activity 6,assign,Role #3,2020-04-20T04:04:13.839-05:00
332,Activity 7,assign,Role #3,2020-04-22T04:08:29.220-05:00
332,Activity 8,assign,Role #4,2020-04-22T04:58:58.938-05:00
447,Activity 1,assign,Role #1,2020-01-20T04:29:44.062-06:00
447,Activity 2,assign,Role #1,2020-03-23T02:29:40.995-06:00
447,Activity 3,assign,Role #2,2020-04-28T04:09:16.989-05:00
447,Activity 4,assign,Role #2,2020-04-28T04:30:18.587-05:00
447,Activity 5,assign,Role #2,2020-04-28T04:30:18.587-05:00
447,Activity 8,assign,Role #4,2020-04-28T05:26:02.386-05:00
331,Activity 1,assign,Role #1,2020-01-16T10:53:32.710-06:00
331,Activity 2,assign,Role #1,2020-03-03T03:48:59.110-06:00
331,Activity 6,assign,Role #3,2020-04-20T04:06:33.588-05:00
331,Activity 7,assign,Role #3,2020-04-22T04:24:16.997-05:00
331,Activity 8,assign,Role #4,2020-04-22T05:31:10.907-05:00
214,Activity 1,assign,Role #1,2020-01-15T08:33:17.518-06:00
214,Activity 2,assign,Role #1,2020-02-13T03:30:51.383-06:00
214,Activity 6,assign,Role #3,2020-04-09T04:07:15.492-05:00
214,Activity 7,assign,Role #3,2020-04-09T04:16:48.588-05:00
214,Activity 8,assign,Role #4,2020-04-09T04:30:59.603-05:00
215,Activity 1,assign,Role #1,2020-01-15T08:35:21.026-06:00
215,Activity 2,assign,Role #1,2020-02-13T03:46:06.552-06:00
215,Activity 6,assign,Role #3,2020-04-09T04:15:18.981-05:00
215,Activity 7,assign,Role #3,2020-04-09T04:27:01.088-05:00
215,Activity 8,assign,Role #4,2020-04-09T04:38:27.382-05:00
329,Activity 1,assign,Role #1,2020-01-16T10:40:09.488-06:00
329,Activity 2,assign,Role #1,2020-03-03T03:26:18.665-06:00
329,Activity 6,assign,Role #3,2020-04-20T03:55:43.430-05:00
329,Activity 7,assign,Role #3,2020-04-22T04:09:10.179-05:00
329,Activity 8,assign,Role #4,2020-04-22T04:56:22.589-05:00
443,Activity 1,assign,Role #1,2020-01-20T04:14:31.190-06:00
443,Activity 2,assign,Role #1,2020-03-19T03:40:28.744-06:00
443,Activity 6,assign,Role #3,2020-04-28T03:46:52.466-05:00
443,Activity 7,assign,Role #3,2020-04-29T04:24:47.428-05:00
443,Activity 8,assign,Role #4,2020-04-29T05:14:24.719-05:00
335,Activity 1,assign,Role #1,2020-01-17T03:04:54.209-06:00
335,Activity 2,assign,Role #1,2020-03-04T02:28:18.736-06:00
335,Activity 3,assign,Role #2,2020-04-20T04:27:12.413-05:00
335,Activity 4,assign,Role #2,2020-04-20T04:50:09.051-05:00
335,Activity 5,assign,Role #2,2020-04-20T04:50:09.051-05:00
335,Activity 8,assign,Role #4,2020-04-20T05:07:04.153-05:00
325,Activity 1,assign,Role #1,2020-01-16T10:30:46.956-06:00
325,Activity 2,assign,Role #1,2020-03-03T02:43:39.792-06:00
325,Activity 6,assign,Role #3,2020-04-20T03:37:16.006-05:00
325,Activity 7,assign,Role #3,2020-04-22T04:11:09.723-05:00
325,Activity 8,assign,Role #4,2020-04-22T04:57:58.881-05:00
336,Activity 1,assign,Role #1,2020-01-17T03:07:27.141-06:00
336,Activity 2,assign,Role #1,2020-03-04T02:23:41.127-06:00
336,Activity 3,assign,Role #2,2020-04-20T04:26:20.488-05:00
336,Activity 4,assign,Role #2,2020-04-20T04:45:11.786-05:00
336,Activity 5,assign,Role #2,2020-04-20T04:45:11.786-05:00
336,Activity 8,assign,Role #4,2020-04-20T05:08:59.774-05:00
339,Activity 1,assign,Role #1,2020-01-17T03:17:55.586-06:00
339,Activity 2,assign,Role #1,2020-03-04T03:07:03.099-06:00
339,Activity 6,assign,Role #3,2020-04-20T04:43:47.789-05:00
339,Activity 7,assign,Role #3,2020-04-22T04:23:01.186-05:00
339,Activity 8,assign,Role #4,2020-04-22T05:16:53.117-05:00
442,Activity 1,assign,Role #1,2020-01-20T04:11:29.922-06:00
442,Activity 2,assign,Role #1,2020-03-19T03:29:21.406-06:00
442,Activity 3,assign,Role #2,2020-04-28T03:38:42.600-05:00
442,Activity 4,assign,Role #2,2020-04-28T04:18:30.068-05:00
442,Activity 5,assign,Role #2,2020-04-28T04:18:30.068-05:00
442,Activity 8,assign,Role #4,2020-04-28T05:01:13.198-05:00
326,Activity 1,assign,Role #1,2020-01-16T10:31:40.643-06:00
326,Activity 2,assign,Role #1,2020-03-03T02:43:21.212-06:00
326,Activity 3,assign,Role #2,2020-04-20T03:30:22.894-05:00
326,Activity 4,assign,Role #2,2020-04-20T04:09:49.956-05:00
326,Activity 5,assign,Role #2,2020-04-20T04:09:49.956-05:00
326,Activity 8,assign,Role #4,2020-04-20T04:24:11.719-05:00
229,Activity 1,assign,Role #1,2020-01-15T09:54:24.402-06:00
229,Activity 2,assign,Role #1,2020-02-18T02:00:44.318-06:00
229,Activity 3,assign,Role #2,2020-04-13T03:22:19.069-05:00
229,Activity 4,assign,Role #2,2020-04-13T04:16:09.082-05:00
229,Activity 5,assign,Role #2,2020-04-13T04:16:09.082-05:00
229,Activity 8,assign,Role #4,2020-04-13T05:12:49.928-05:00
92,Activity 1,assign,Role #1,2020-01-14T07:19:47.084-06:00
92,Activity 2,assign,Role #1,2020-01-28T03:08:40.862-06:00
92,Activity 3,assign,Role #2,2020-04-01T02:50:58.559-06:00
92,Activity 4,assign,Role #2,2020-04-01T03:33:05.646-06:00
92,Activity 5,assign,Role #2,2020-04-01T03:33:05.646-06:00
92,Activity 8,assign,Role #4,2020-04-01T04:29:58.084-06:00
209,Activity 1,assign,Role #1,2020-01-15T08:17:13.887-06:00
209,Activity 2,assign,Role #1,2020-02-13T02:51:09.233-06:00
209,Activity 3,assign,Role #2,2020-04-09T03:49:05.727-05:00
209,Activity 4,assign,Role #2,2020-04-09T04:34:14.737-05:00
209,Activity 5,assign,Role #2,2020-04-09T04:34:14.737-05:00
209,Activity 8,assign,Role #4,2020-04-09T05:38:52.933-05:00
288,Activity 1,assign,Role #1,2020-01-16T07:14:07.298-06:00
288,Activity 2,assign,Role #1,2020-02-26T02:54:15.719-06:00
288,Activity 6,assign,Role #3,2020-04-15T04:20:08.504-05:00
288,Activity 7,assign,Role #3,2020-04-15T05:12:11.287-05:00
288,Activity 8,assign,Role #4,2020-04-15T06:54:02.457-05:00
93,Activity 1,assign,Role #1,2020-01-14T07:32:57.640-06:00
93,Activity 2,assign,Role #1,2020-01-28T03:16:43.644-06:00
93,Activity 3,assign,Role #2,2020-04-01T02:49:56.330-06:00
93,Activity 4,assign,Role #2,2020-04-01T03:29:18.449-06:00
93,Activity 5,assign,Role #2,2020-04-01T03:29:18.449-06:00
93,Activity 8,assign,Role #4,2020-04-01T04:10:50.215-06:00
322,Activity 1,assign,Role #1,2020-01-16T10:13:11.635-06:00
322,Activity 2,assign,Role #1,2020-03-02T03:55:33.835-06:00
322,Activity 3,assign,Role #2,2020-04-20T03:12:56.643-05:00
322,Activity 4,assign,Role #2,2020-04-20T04:16:29.156-05:00
322,Activity 5,assign,Role #2,2020-04-20T04:16:29.156-05:00
322,Activity 8,assign,Role #4,2020-04-20T04:44:29.959-05:00
